id,title,year,cleaned_token_count,processed_token_count
379,Rancang Bangun Sistem Informasi Sumber Daya Manusia pada Kampung Marketer,2020,198,115
380,Prediksi Harga Pangan pada Pusat Informasiharga Pangan Strategis Nasional Menggunakan Jaringan Syaraf Tiruan Model Backpropagation,2020,109,78
381,Rancang Bangun Aplikasi Reward Cards Berbasis Mobile (Studi Kasus Shushu Milkshake),2020,135,75
382,Rancang Bangun Sistem Informasi Manajemen Pengelolaan Koperasi Simpan Pinjam Berbasis Web Menggunakan Framework Codeigniter (Studi Kasus Koperasi Kosuku Unsoed),2019,137,80
383,Rancang Bangun Prototipe Sistem Informasi Tugas Akhir dan Pendadaran (Studi Kasus: Jurusan Teknik Informatika UNSOED),2019,157,93
384,Rancang Bangun Sistem Informasi Pendataan Disabilitas Kabupaten Purbalingga Berbasis Web,2019,147,67
385,Rancang Bangun Sistem Informasi Event Organizer pada Turis Event Organizer Berbasis Web,2019,142,87
386,Rancang Bangun Sistem Informasi Kepegawaian Dinas Perhubungan Kabupaten Banyumas Berbasis Web,2019,240,134
387,Rancang Bangun Sistem Informasi Kepegawaian Berbasis Web (Studi Kasus CV Jenderal Corp),2019,179,75
388,Rancang Bangun Sistem Informasi Administrasi Kependudukan Berbasis Web Menggunakan SMS Gateway (Studi Kasus DINDUKCAPIL Kabupaten Banyumas),2019,219,123
389,Aplikasi Pencarian Rute Terbaik Objek Wisata di Kabupaten Banyumas Menggunakan Algoritma Ant Colony Optimization (ACO),2019,248,151
390,Rancang Bangun Sistem Informasi Monitoring Kuliah Kerja Nyata (KKN) Mahasiswa Studi Kasus Lembaga Penelitian dan Pengabdian Kepada Masyarakat Unsoed,2019,170,97
391,Implementasi Algoritma Genetika Pada Sistem Pendistribusian Produk Bolde (Peralatan Rumah Tangga) Berbasis Web (Studi Kasus : Bolde House Purbalingga),2019,172,96
392,Rancang Bangun Sistem Informasi Kunjungan Perpustakaan Berbasis Android Menggunakan Realtime Database (Studi Kasus Perpustakaan Kayu Coklat),2019,183,108
393,Rancang Bangun Aplikasi Pemesanan Makanan pada Restoran Menggunakan Fitur Quick Response Code (Qr Code),2019,166,95
394,Rancang Bangun Sistem Informasi Manajemen Keuangan Berbasis Web (Studi Kasus Jenderal Corp Sokaraja Banyumas Jawa Tengah),2019,297,115
395,Rancang Bangun Sistem Informasi Marketplace Penyewaan Mobil Berbasis Web,2019,136,80
396,Rancang Bangun Sistem Pendukung Keputusan Penilaian Kerusakan Tanah Untuk Produksi Biomassa Pada Lahan Kering Dengan Metode Simple Additive Weighting (Studi Kasus Laboratorium Riset Unsoed),2019,185,103
397,Sistem Informasi Pembayaran Sumbangan Pengembangan Pendidikan Berbasis Web dan Short Message Service Gateway (Studi Kasus Sekolah Menengah Atas Muhammadiyah Purbalingga),2019,174,112
398,Rancang Bangun Sistem Informasi Akademik Sekolah Menengah Atas Negeri 1 Purbalingga Berbasis Web,2019,133,76
399,Pengembangan Sistem Informasi Pengujian Kendaraan Bermotor Berbasis Web ( Studi Kasus Dinas Perhubungan Kabupaten Wonosobo ),2019,281,141
400,Rancang Bangun Sistem Informasi Pemesanan Jasa Hiburan dan Kesenian Berbasis Web (Studi Kasus Kabupaten Purworejo),2019,367,197
401,Rancang Bangun Sistem Informasi Pelaporan Keluhan Penatausahaan Hasil Hutan Berbasis Android (Studi Kasus Kementerian Lingkungan Hidup dan Kehutanan),2019,208,111
402,Rancang Bangun Sistem Pakar Penyakit Tanaman Padi Berbasis Web Menggunakan Metode Naive Bayes,2019,92,55
403,Rancang Bangun Sistem Informasi Monitoring Kinerja Pegawai,2019,160,75
404,Rancang Bangun Sistem Informasi Kerja Berbasis Komunitas,2019,123,62
405,"Perbandingan Metode Systematic Layout Planning, Algoritma Craft dan Algoritma Blocplan Untuk Perbaikan di Lantai Produksi Choco Toss PT. BTCU",2019,314,177
406,Rancang Bangun Sistem Informasi Penjualan Kelinci Di Kabupaten Cilacap Berbasis Web,2019,119,71
407,Sistem Pendukung Pengambilan Keputusan Jumlah Produksi Barang dengan Fuzzy Inference System Tsukamoto (Studi Kasus : PT. John Toys Indonesia),2019,141,84
408,Implementasi Ajax dan Location Based Service Pada Aplikasi Helpdesk Sistem Penjualan CV Global Berbasis WEB,2019,126,78
409,Rancang Bangun Sistem Informasi Inventaris Dengan Menggunakan Barcode Scanner (Studi Kasus PT John Toys Indonesia),2019,130,64
410,Prediksi Harga Barang pada Steam Community Market Menggunakan Jaringan Syaraf Tiruan Backpropagation,2019,105,68
411,Rancang Bangun Sistem Informasi Pemesanan Jasa Mobil Angkut Barang Berbasis WEB,2019,150,84
412,Rancang Bangun Sistem Informasi Pengelolaan Pemesanan Konfeksi Komari Collection Berbasis WEB,2019,133,87
413,Sistem Pakar Identifikasi Hama dan Penyakit Pada Tanaman Stroberi Dengan Metode Forward Chaining Berbasis Web,2019,176,95
414,Deteksi dan Pengenalan Wajah Menggunakan Metode Viola Jones Serta Eigenface Untuk Identifikasi Membership Card,2019,143,68
415,Audit Keamanan Informasi Pada Sistem Layanan Pengadaan Secara Elektronik Universitas Xyz Menggunakan Framework ISO 27001,2019,114,64
416,Audit Sistem Informasi Layanan Pengadaan Secara Elektronik (LPSE) Universitas Xyz Menggunakan Framework Cobit 4.1,2019,161,88
417,Rancang Bangun Sistem Informasi Portofolio dan Marketplace Grafis Tradisional (Gambar Tangan) Berbasis Web,2019,232,126
418,Rancang Bangun Sistem Informasi Pendataan Desa Berbasis Web Studi Kasus di Desa Kalimanah Wetan,2019,234,119
419,Rancang Bangun Sistem Informasi Pendataan Pelaksanaan Program Corporate Social Responsibility Pt Indonesia Power Unit Pembangkitan Mrica Banjarnegara Berbasis Web,2019,126,80
420,Aplikasi Basis Data Fuzzy Tahani Dalam Pencarian Rumah Kost Mahasiswa Universitas Jenderal Soedirman Berbasis Website,2019,96,48
421,Rancang Bangun Sistem Informasi Program Kerja Unit Kegiatan Mahasiswa Seni dan Olahraga Teknik Unsoed Berbasis Web,2019,201,113
422,Audit Keamanan Sistem Informasi Akademik Universitas XYZ Berdasarkan Standar ISO 27001 Dengan Penilaian Maturity Level,2019,148,84
423,Rancang Bangun Sistem Informasi Pemesanan dan Penjualan Undangan Pernikahan Berbasis Web (Studi Kasus : Invite Galeri Undangan),2019,176,99
424,Aplikasi Identifikasi Aksara Bahasa Jepang Katakana Menggunakan Jaringan Syaraf Tiruan Model Back Propagation,2019,151,92
425,Pengembangan Sistem Informasi Kontrol Dokumen UTD PMI Banyumas Berbasis Web,2019,103,63
426,Rancang Bangun Sistem Informasi Layanan Servis Pelanggan Bengkel Mobil Berbasis WEB (Studi Kasus Qyta Auto Care Purwokerto),2019,146,84
427,Rancang Bangun Sistem Pakar Identifikasi Penyakit Pada Kelinci Berbasis Web Dengan Menggunakan Metode Forward Chaining,2018,134,70
428,Rancang Bangun Sistem Informasi Transportasi Bus antar Kota di Pulau Jawa Berbasis Web (Studi Kasus Terminal Bus Purbalingga),2018,287,175
429,Rancang Bangun Sistem Informasi Penjualan Berbasis Web (Studi Kasus: Destskin Beauty Clinic Purwokerto),2018,233,132
430,Rancang Bangun Sistem Pakar Identifikasi Masalah Power Loss Pada Mesin Bmw 3 Series Kode Produksi E36 Menggunakan Metode Forward Chaining,2018,269,147
431,Sistem Informasi Penjualan Dan Pengiriman Produk CV Global Berbasis Web Dengan Sistem Validasi Pembayaran Otomatis Third Party,2018,296,144
432,Pengembangan Sistem Pendukung Keputusan Pemilihan Kost di Seluruh Indonesia Menggunakan Fuzzy Database Tahani Berbasis Mobile App,2018,185,97
433,Rancang Bangun Sistem Informasi Pendaftaran Peserta Kegiatan Mahasiswa Pada Universitas Jenderal Soedirman,2018,274,130
434,Audit Sistem Informasi Akademik Universitas XYZ Menggunakan Framework Cobit 4.1 Pada Domain Acquire Dan Implement,2018,429,248
435,Sistem Informasi Geografis Pemetaan Suara Pemilih Pada Pemilihan Umum Kabupaten Indramayu,2018,231,122
436,Pengembangan Sistem Informasi Pemesanan Tiket Travel Berbasis Web Dengan Menggunakan SMS Gateway (Studi Kasus QYTA TRANS PURWOKERTO),2018,299,170
437,Rancang Bangun Aplikasi E-Commerce Penjualan Komputer “Ngerakit” Menggunakan Framework Laravel Berbasis Website,2018,208,126
438,Rancang Bangun Sistem Informasi Indekost Wisma Ukhuwah Islamiyah Berbasis Web,2018,162,80
439,Rancang Bangun Sistem Informasi Monitoring Tugas Akhir Berbasis Web,2018,235,107
440,Implementasi Sistem Informasi Pengelolaan Surat Masuk dan Surat Keluar (Studi Kasus Badan Perencanaan Pembangunan Penelitian dan Pengambangan Daerah Kabupaten Purbalingga),2018,178,104
441,Rancang Bangun Sistem Informasi Administrasi Kependudukan Tingkat RT Berbasis Web,2018,273,162
442,Implementasi Sistem Informasi Pengelolaan Izin Penelitian Daerah Kabupaten Purbalingga Berbasis Web Studi Kasus Badan Perencanaan Pembangunan Penelitian Dan Pengembangan Daerah Kabupaten Purbalingga,2018,213,128
443,Rancang Bangun Aplikasi Olah Data Output Pembangkit Excion Berbasis Web,2018,212,115
444,Pengembangan Sistem Informasi Pengelolaan Rapat Berbasis Web Menggunakan SMS Gateway (Studi Kasus Dinas Sosial Pengendalian Penduduk dan Keluarga Berencana dan Pemberdayaan Perempuan dan Perlindungan Anak),2018,253,144
445,Audit Keamanan Sistem Informasi Pengelolaan Keuangan Daerah Kabupaten Cirebon Menggunakan Framework ISO 27001 : 2005 Dengan Maturity Level,2018,425,236
446,Sistem Pendukung Keputusan Untuk Seleksi Anggota Organisasi Mahasiswa Dengan Metode Fuzzy Database Model Tahani Berbasis Web (Studi Kasus Badan Eksekutif Mahasiswa Universitas Jenderal Soedirman),2018,201,111
447,Rancang Bangun Sistem Informasi Penilaian Satuan Kerja Studi Kasus Kantor Pelayanan Perbendaharaan Negara Kabupaten Garut,2018,237,140
448,Rancang Bangun Aplikasi Rekomendasi Item Build untuk Hero di Game Dota 2 dengan Metode Fuzzy Tsukamoto Berbasis Mobile,2018,240,120
449,Rancang Bangun Sistem Informasi Monitoring Kinerja BEM Teknik Unsoed Berbasis Web,2018,303,143
450,Rancang Bangun Sistem Pendukung Keputusan Penentuan Pegawai Terbaik di Bank BTN Purwokerto Dengan Metode Simple Additive Weighting Berbasis Website,2018,267,149
451,Rancang Bangun Aplikasi Location Based Service (LBS) Pemesanan Homestay Budaya di Kabupaten Banyumas,2018,301,152
452,Rancang Bangun Sistem Informasi Distribusi Barang PT Rena Djaja cabang Purwokerto Berbasis Web Menggunakan Framework CodeIgniter,2018,298,172
453,Rancang Bangun Sistem Informasi Geografis Persebaran Penyakit Demam Berdarah Berbasis Web di Kabupaten Purbalingga,2018,725,425
454,Rancang Bangun Sistem Pendukung Keputusan Menentukan Penerima Beasiswa Berbasis Web Menggunakan Metode Simple Additive Weighting (Studi Kasus Fakultas Teknik Universitas Jenderal Soedirman),2018,209,131
455,Audit Sistem Informasi Kemahasiswaan Universitas XYZ Menggunakan Framework Cobit 4.1 pada Domain Monitor and Evaluate,2018,522,243
456,Rancang Bangun Sistem Pendukung Keputusan Penilaian Kesehatan Tanah Berbasis Web Menggunakan Metode Simple Additive Weighting (Studi Kasus Laboratorium Riset Unsoed),2018,315,190
457,Rancang Bangun Sistem Informasi Pemesanan Tiket Lokawisata Berbasis Web (Studi Kasus Taman Kyai Langgeng Kota Magelang),2018,272,158
458,Rancang Bangun Sistem Pendukung Keputusan Penentuan Kelayakan Pupuk Organik Cair dengan Metode Simple Additive Weighting (Studi Kasus Laboratorium Riset Universitas Jenderal Soedirman),2018,327,204
459,Rancang Bangun Sistem Informasi Rekam Medik Berbasis Web Menggunakan Framework Laravel,2018,216,122
460,Pengembangan Sistem Informasi Reporting Nilai Siswa SMK Negeri 3 Purwokerto Berbasis Web,2018,295,145
461,Pengembangan Sistem Informasi Logistik Barang Berbasis Web Studi Kasus: Unit Transfusi Darah (UTD) PMI Kabupaten Banyumas,2018,253,133
462,Aplikasi Pemesanan Catering dengan Teknik Android Hybrid,2018,235,128
463,Laporan Penelitian Rancang Bangun Sistem Informasi Perencanaan Persediaan Barang Menggunakan Metode Economic Order Quantity Berbasis Web (Studi Kasus Toko Cahaya Pelangi Purbalingga ),2018,246,150
464,Pengembangan Sistem Informasi Keuangan Penjualan Barang Berbasis Web (Studi Kasus Psychoengine HQ Banyumas),2018,143,75
465,Rancang Bangun Sistem Informasi Penggunaan dana Desa Berbasis Web ( Studi Kasus Badan Perencanaan Pembangunan Daerah Kabupaten Purbalingga ),2018,217,139
466,Pengembangan Sistem Informasi Manajemen Distribusi Aset Berbasis Website Studi Kasus : Unit Tranfusi Darah (UTD) PMI Kabupaten Banyumas,2018,245,149
467,Pengembangan Sistem Informasi Rekam Pendonor Reaktif Berbasis Website Studi Kasus: Unit Transfusi Darah (UTD) PMI Kab. Banyumas,2018,280,165
468,Rancang Bangun Sistem Informasi Perpustakaan Daerah Dinas Pendidikan Kabupaten Majalengka Berbasis Web dengan Menggunakan Sms Gateway,2018,223,135
469,Rancang Bangun Sistem Informasi Pencetakan Surat Keterangan Tidak Mampu Berbasis Web dengan Menggunakan SMS Gateway (Studi Kasus Dinas Sosial Kabupaten Purbalingga),2018,298,147
470,Rancang Bangun Sistem Pakar Identifikasi Penyakit Tulang pada Manusia dengan Metode Forward Chaining Berbasis Website,2018,204,115
471,Rancang Bangun Aplikasi Ujian Online Berbasis Web pada Sma Pembangunan 2 Karangmojo Gunungkidul,2018,194,113
472,Rancang Bangun Sistem Informasi Geografis Pertanian Kabupaten Banjarnegara,2018,125,64
473,Pengembangan Sistem Informasi Pencetakan Kartu Ak-1 Berbasis Web Dengan Mengunakan SMS Gateway (Studi Kasus Dinas Sosial Tenaga Kerja dan Transmigrasi Kabupaten Purbalingga),2018,259,155
