id,title,year,cleaned_token_count,processed_token_count
179,Implementasi Kombinasi Kriptografi Advanced Encryption Standard dengan Modifikasi Subbytes dan Steganografi Berbasis Website,2024,203,119
180,Analisis Sentimen Ulasan Game Apex Legends pada Steam Menggunakan Naïve Bayes Classifier,2024,245,123
181,Pengembangan Sistem Tools Penentuan Paket Promo Barang Menggunakan Algoritma Equivalence Class Transformation (ECLAT),2024,292,152
182,Sistem Pendukung Keputusan Penerima Bantuan Sosial Menggunakan Metode Simple Additive Weighting (SAW) Berbasis Website di DINSOSDALDUKKBP3A Kabupaten Purbalingga,2024,303,156
183,Aplikasi Klasifikasi Berbasis Web menggunakan Algoritma Support Vector Machine (SVM) untuk Klasifikasi Status Gizi Balita di Puskesmas Purwojati,2024,349,195
184,Implementasi Metode Electre Dalam Sistem Rekomendasi Dan Penyediaan Layanan Api Pada Destinasi Wisata Di Kabupaten Banyumas Dengan Pemetaan Interaktif,2024,266,149
185,Analisis Sentimen Terhadap Program Kampus Merdeka di Twitter Menggunakan Algoritma Support Vector Machine,2024,409,213
186,Analisis Kebutuhan Fitur Menggunakan Metode K-Means Clustering untuk Pengembangan Website Edukai PT. Kereta Api Indonesia,2024,335,191
187,Segmentasi Pelanggan E-commerce menggunakan Model RFM dan Algoritma K-Means Clustering dengan Graphical User Interface Berbasis Website,2024,364,207
188,Perbandingan Algoritma Naïve Bayes Dan C4.5 Pada Klasifikasi Penyakit Jantung Koroner,2024,267,128
189,Analisis Sentimen Twitter Terhadap Indeks Harga Saham Gabungan Menggunakan Metode Term Frequency – Inverse Document Frequency dan Naïve Bayes Classifier,2024,408,227
190,Sistem Pendukung Keputusan Kelayakan Pemberian Kredit kepada Nasabah dengan Metode Technique for Order Preference by Similarity to Ideal Solution,2024,297,166
191,Sistem Pengelolaan Dokumen Akreditasi Infromatika Unsoed Berbasis Website Menggunakan Agile Development Method,2024,194,118
192,Implementasi Metode Speech Application Programming Interface dalam Speech Recognition pada Game Endless Runner Berbasis Desktop,2024,355,211
193,Implementasi Segmentasi Nasabah pada Pegadaian Area Purwokerto Menggunakan K-Medoids dengan GUI berbasis Website Menggunakan Framework Streamlit,2024,289,160
194,Sistem Pendukung Keputusan Analisis Kinerja Produk Menggunakan Metode Technique For Order Of Preference By Similarity To Ideal Solution,2024,162,91
195,Sistem Pendukung Keputusan Penentu Elektabilitas Calon Presiden menggunakan Metode Weighted Product,2024,237,144
196,Implementasi Sistem Pendukung Keputusan untuk Identifikasi Stunting pada Anak Balita menggunakan Metode Elimination Et Choix Traduisant La Realite berbasis Website dengan Visualisasi Pemetaan,2023,132,85
197,Analisis Prediksi The Movie Database Rating Film dengan Ensemble Learning Menggunakan Metode Random Forest Regression,2023,432,238
198,Prediksi Posisi Terbaik Pemain pada Olahraga Sepak Bola menggunakan Algoritma Naïve Bayes,2023,289,151
199,Game Edukasi Pembelajaran Agama Islam “Mudik Adventure” menggunakan Unity untuk Siswa Sekolah Luar Biasa Tipe B Kelas XI,2023,374,188
200,Prototype Aplikasi Monitoring Key Performance Indicator (KPI) Departemen BRILink PT. Bank Rakyat Indonesia Regional Office Semarang Menggunakan Teknologi MERN Stack Dengan Menerapkan Arsitektur Microservices,2023,509,279
201,Klasifikasi Desa Mandiri Mocaf Kabupaten Banjarnegara Menggunakan Metode Naive Bayes,2023,351,179
202,Sistem Pendukung Keputusan untuk Menentukan Desa Mandiri Modified Cassava Flour (Mocaf) dengan Metode Simple Additive Weighting (SAW),2023,300,172
203,Aplikasi Screening Thalassemia Minor Menggunakan Metode C4.5 Berbasis Laravel,2023,420,236
204,Implementasi Deteksi Citra pada Program Aimbot Menggunakan Algoritma YOLO,2023,173,80
205,Aplikasi Mobile Skrining Talasemia Minor Menggunakan Algoritma Naïve Bayes dan Framework React Native,2023,267,155
206,Sistem Informasi Geografis Pemetaan Penyandang Masalah Kesejahteraan Sosial (PMKS) dan Penerima Bantuan Sosial dari DINSOSDALDUKKBP3A Kabupaten Purbalingga Berbasis Website Menggunakan Metode Agile Modeling,2023,375,223
207,Sistem Informasi dan Monitoring Ujian Berbasis Website,2023,324,183
208,Pengembangan Game Interaktif Pengenalan Huruf Hijaiyah Dengan Menggunakan Metodologi Game Development Life Cycle (Gdlc) Untuk Anak Usia Dini,2023,344,215
209,Sistem Penjadwalan Perawatan Alat Berbasis Web Menggunakan Algoritma Genetika,2023,337,182
210,Testing Jaringan Ssh Aplikasi Http Custom,2023,280,146
211,Pengolahan Data Tracer Study dengan Perbandingan Naïve Bayes Classifier dan Algoritma C4.5 pada Alumni Fakultas Teknik Universitas Jenderal Soedirman,2023,279,141
212,Sistem Informasi Manajemen Inventory Barang Berbasis Website Menggunakan Qr Code Pada Tokopi Purwokerto,2023,272,136
213,Rancang Bangun Sistem Informasi UMKM dengan Memanfaatkan Layanan Google Maps Berbasis Web Mobile Studi Kasus Desa Ketitangkidul,2023,200,115
214,Sistem Informasi Geografis Pemetaan Distribusi Air Minum pada CV. Jaya Abadi Sejahtera,2023,378,246
215,Pengaruh Unigram dan Bigram dalam Implementasi Multinomial Naive Bayes untuk Analisis Sentimen Ulasan Aplikasi Gojek di Google Play Store,2023,295,138
216,Pengembangan Aplikasi Permainan “Happi” Menggunakan Unity untuk Anak Usia Dini,2023,413,232
217,Penerapan Metode Fuzzy C-Means Clustering dalam Pengelompokan Daftar Lagu Berdasarkan Suasana Emosi,2023,368,191
218,"Sistem Seleksi Inovasi Menggunakan Metode Simple Additive Weighting Berbasis Framework CodeIgniter Studi Kasus Badan Perencanaan Pembangunan, Penelitian dan Pengembangan",2023,306,183
219,Aplikasi Diagnosis Penyakit pada Daun Teh Menggunakan Algoritma Convolutional Neural Network (CNN) Arsitektur Inception-ResNet V2,2023,490,280
220,Analisis Efektivitas Penggunaan Metode Code Splitting Pada Library React Js Dan Dampaknya Terhadap Search Engine Optimization,2023,379,219
221,Penerapan Algoritma Support Vector Machine Terhadap Analisis Sentimen Kesehatan Mental Anxiety Pengguna Media Sosial Studi Kasus Twitter,2023,293,169
222,Rancang Bangun Game Edukasi 3D Berbasis Android Untuk Meningkatkan Pengetahuan Dan Keaktifan Belajar Peserta Didik Pada Pembelajaran Sejarah Di Sekolah Menengah Atas,2023,267,142
223,Sistem Pakar Diagnosa Penyakit Kucing Menggunakan Metode Forward Chaining pada Bot Telegram,2023,214,120
224,Aplikasi Evaluasi Ibadah Sunah Harian Berbasis Android dengan Menggunakan Framework Flutter,2023,234,133
225,Rancang Bangun Sistem Informasi Manajemen Bahan Baku dan Pemesanan Catering Berbasis Website (Studi Kasus Ceu Een Catering),2023,274,151
226,Analisis Sentimen Twitter Terhadap Bakal Calon Presiden Indonesia 2024 Menggunakan Metode Word2Vec dan Algoritma Naïve Bayes,2023,418,224
227,Sistem Informasi Manajemen Penjualan Makanan dan Minuman di Pujasera ‘Ebisu’ Studi Kasus PT.Amanah Media Nusantara,2023,246,122
228,Perancangan User Interface dan User Experience E-Government Aplikasi JEKNYONG Menggunakan Metode Double Diamond (Studi Kasus Dinas Komunikasi dan Informatika Kabupaten Banyumas),2023,315,191
229,Rancang Bangun Sistem Informasi Penjualan dengan Sistem Dropshipping Knalpot Motor dan Mobil PUurbalingga Berbasis Website,2023,308,173
230,Rancang Bangun Sistem Informasi Monitoring Total Eksposur PT. Jaminan Kredit Indonesia (Jamkrindo) Berbasis Web,2023,161,96
231,Pembelajaran Bahasa Isyarat BISINDO Dasar Berbasis Game Edukasi di Sekolah Luar Biasa Negeri Banjarnegara,2023,270,147
232,Game Edukasi Ilmu Pengetahuan Alam Untuk Anak Tuna Rungu Wicara Di SLB-B Yakut Purwokerto,2023,273,156
233,Perancangan User Interface dan User Experience pada Aplikasi Dolan Banyumas Menggunakan Pendekatan Double Diamond,2023,250,136
234,Rancang Bangun Sistem Informasi Geografis Pemetaan Infrasturktur Pekerjaan Umum Kab. Kebumen Berbasis Leaflet,2023,289,164
235,Perancangan Sistem Informasi Keuangan Studi Kasus Warungnya Eyang Berbasis Laravel,2023,273,156
236,Aplikasi Bengkel Online Berbasis Progressive Web App untuk Mencari Bengkel Terdekat dan Memesan Layanan Bengkel Menggunakan Mapbox dan Geolocation API,2023,236,154
237,Analisis dan Perancangan User Interface dan User Experience Aplikasi Absensi dan Penggajian Karyawan Berbasis Mobile Pada CV Indah Persada Estetika dengan Menggunakan Metode Design Thinking,2023,376,178
238,"Rancang Bangun Sistem Informasi Pengelolaan Data Anak Yatim (Studi Kasus Desa Karangsari, Kecamatan Kalimanah, Kabupaten Purbalingga)",2023,248,145
239,Sistem E-Commerce UMKM di Desa Wisata Limbasari Purbalingga Menggunakan Framework Laravel,2023,258,129
240,Rancang Bangun Sistem Informasi Kearsipan Surat Nikah pada Kantor Urusan Agama Studi Kasus Kecamatan Gunung Meriah Berbasis Web,2023,251,141
241,Rancang Bangun Aplikasi Untuk Menganalisa Sentimen Masyarakat Terhadap Pinjaman Online Di Media Sosial Twitter Menggunakan Natural Language Processing Dan Naive Bayes Classifier,2023,272,144
242,Implementasi Clustering Untuk Pengelompokkan Karya Ilmiah Bertema COVID19 Berdasarkan Kemiripan Abstrak Menggunakan K-Means Clustering,2023,267,140
243,Evaluasi User Interface dan User Experience Game Genshin Impact pada Platform PC dengan Metodologi Usability Test,2023,172,86
244,Analisis Kualitas Sistem Informasi Akademik MBKM pada Universitas Jenderal Soedirman menggunakan Model ISO 9126,2023,204,103
245,Rancang Bangun GIS (Geographic Information System) Sekolah Kabupaten Purbalingga,2023,222,129
246,Rancang Bangun Sistem Pendaftaran dan Penjurian Turnamen Game Berbasis Web,2023,218,106
247,Analisis Sentimen Pengguna Twitter Terhadap Permendikbud Nomor 30 Tahun 2021 Menggunakan Algoritma Support Vector Machine,2023,116,63
248,Sistem Informasi Manajemen Pengelolaan Surat Perintah Perjalanan Dinas (SPPD) Dengan Geolocation Berbasis Website Di Sekretariat Dewan Perwakilan Rakyat Daerah (DPRD) Kabupaten Banyumas,2023,298,169
249,Rancang Bangun Sistem Pendukung Keputusan Penerima Bantuna Dana Desa dengan Metode Profile Matching di Desa Karangcegak,2023,298,181
250,Sistem Informasi Persediaan Barang Berbasis Web Pada CV. Eb Elektrik Purwokerto Menggunakan Metode Waterfall,2023,199,95
251,Perancangan User Interface Menggunakan Metode User Centered Design (UCD) Untuk Pengembangan Game Edukasi Ilmu Pengetahuan Alam Pengenalan Flora dan Fauna Bagi Anak SD Kelas 4,2023,385,213
252,Rancang Bangun Sistem Computer Based Test (CBT) dalam Proses Seleksi Penerimaan Prajurit Tahap Akademik di TNI Angkatan Udara,2023,228,115
253,Rancang Bangun Sistem Informasi E-Ticket Desa Wisata Limbasari Purbalingga Berbasis Web Menggunakan Framework Laravel,2023,316,234
254,Rancang Bangun Sistem Informasi Geografis Dan Manajemen Badan Usaha Milik Desa (Bumdes) Di Desa Wisata Limbasari Purbalingga Menggunakan Framework Laravel,2023,300,168
255,Implementasi Pemesanan Jasa Konveksi Online Berbasis Website Menggunakan Framework Laravel Studi Kasus CV Firmos,2022,248,117
256,Rancang Bangun Aplikasi Kasir Berbasis Web pada Toko Berkah Mebel Banyumas,2022,212,137
257,Prediksi Harga Rumah di Kabupaten Banyumas Menggunakan Machine Learning,2022,288,166
258,Pengembangan Sistem Informasi Statistik Hortikultura (Sayur Buah Semusim) Dinas Pertanian Dan Ketahanan Pangan Kabupaten Banyumas,2022,267,154
259,Sistem Informasi Pengolahan Nilai Raport Siswa Berbasis Website Menggunakan Metode Waterfall (Studi Kasus : SMP Negeri 2 Sokaraja),2022,284,148
260,Manejemen Jaringan Hotspot Menggunakan Captive Portal di Kelurahan Berkoh,2022,351,180
261,Sistem Informasi Pemesanan dan Penjualan Berbasis Web (Studi Kasus Etnik Coffeshop Purwokerto),2022,233,124
262,Perancangan Sistem Informasi Presensi Pegawai Berbasis Website Studi Kasus PT Pilar Artha Nugraha,2022,132,66
263,Sistem Informasi Inventaris Alat Data Center Studi Kasus Perusahaan XYZ Menggunakan Framework Codeigniter,2022,247,118
264,Sistem Pakar Diagnosa Unggas Berbasis Web Menggunakan Metode Forward Chaining,2022,288,140
265,Pengembangan Sistem Informasi Vaksinasi Warga Purwokerto Lor Berbasis Website,2022,256,126
266,Pengembangan Aplikasi Lapor Jalan Rusak Berbasis Android menggunakan Android Architecture Component dengan Design Pattern Model-View-View Model (MVVM),2022,237,141
267,Rancang Bangun Sistem Informasi Absensi Guru dan Staff pada SMA Negeri 1 Kasui Dengan Menggunakan Qr Code Berbasis Website,2022,234,113
268,"Studi Perbandingan Algoritma Genetika, Cheapest Insertion Heuristic Dan Ant Colony Optimization Dalam Pemecahan Traveling Salesman Problem",2022,306,165
269,Sistem Pakar Diagnosis Kerusakan Pada Mobil Nissan Menggunakan Metode Forward Chaining Berbasis Web,2022,160,80
270,Game Edukasi Pemahaman Pengetahuan Perbedaan Jenis Sampah Untuk Siswa Taman Kanak-Kanak Puspa Kuncup Kencana Kedungwuluh Purwokerto,2022,528,301
271,Penerapan Machine Learning Terhadap Aplikasi Kesehatan Rekomendasi Gaya Hidup Berbasis Android Menggunakan Layanan Google Cloud Function,2022,153,100
272,Pengembangan Sistem Informasi Randubangga Berbasis Web Menggunakan Framework Laravel,2022,259,130
273,Arsitektur Model View ViewModel (MVVM) Dalam Rancang Bangun Sistem Pendeteksi Gula dan Kalori Dalam Makanan Berbasis Android Pada Bangkit 2021,2022,313,143
274,Perancangan Enterprise Architecture Sistem Kapustakaan (Digitalisasi Museum) Menggunakan Framework TOGAF Architecture Development Method (Studi Kasus Kraton Ngayogyakarta Hadiningrat),2022,346,185
275,Pengujian Sistem Pengelolaan Studi Akhir Terintegrasi SIA di Fakultas Teknik Universitas Jenderal Soedirman,2022,356,165
276,Integrasi Sistem Pengelolaan Studi Akhir (SIPEDA) Fakultas Teknik Menggunakan Web Service Sistem Informasi Akademik (SIA) Universitas Jenderal Soedirman,2022,202,107
277,Desain dan Arsitektur Cloud Computing pada Aplikasi KTP Kewarganegaraan Berbasis Mobile Menggunakan Layanan Google Cloud Platform,2022,290,184
278,Rancang Bangun Sistem Informasi Inventaris dan Distribusi Vaksin COVID-19 Kabupaten Banyumas,2022,311,168
279,Rancang Bangun Sistem Informasi Keanggotaan untuk Pengembangan Aplikasi Mobile Menggunakan Framework Flutter Studi Kasus IndoCEISS,2022,110,56
280,Perancangan Application Programming Interface (API) Sistem Penjadwalan Mata Kuliah Terintegrasi SIA (Studi Kasus F.Teknik Unsoed),2022,256,148
281,Sistem Informasi Rekrutmen Pegawai Berbasis Website di RSU Ananda Purwokerto,2022,309,176
282,"Implentasi User Interface dan User Experience Aplikasi Penyedia Layanan Pencucian Mobil ""Spotless"" Berbasis Android Menggunakan Metode Design Thinking",2022,313,164
283,Rancang Bangun Aplikasi Inventory Barang dan Transaksi Berbasis Website Studi Kasus pada Toko Bangunan Rina Putri Karangreja Purbalingga,2022,287,153
284,Pengujian Aplikasi Pelaporan Jalan Rusak Berbasis Android Menggunakan Metode Blackbox Testing,2022,123,72
285,Aplikasi Pelaporan Penggunaan Anggaran Perjalanan Dinas Berbasis Android Di PT Lawang Sewu Teknologi,2022,221,127
286,Rancang Bangun Aplikasi Penyedia Layanan Vendor Wedding di Daerah Tegal Berbasis Website Marketplace,2022,281,167
287,Deployment Application Programming Interface Aplikasi Belajarkuy! Pada Google Cloud Platform,2022,268,150
288,Rancang Bangun Sistem Informasi E-Payroll Berbasis Web Studi Kasus Law Firm Hadiyani & Partners,2022,348,169
289,Rancang Bangun Sistem Informasi Manajemen Poin Pelanggaran Siswa Berbasis Web,2022,260,143
290,Aplikasi Prediksi Usia Kelahiran menggunakan Metode Support Vector Machine,2022,488,218
291,Pengembangan Backend Sistem Pengelolaan Studi Akhir Terintegras SIA di Fakultas Teknik Uiversitas Jenderal Soedirman,2022,275,139
292,Pengembangan Backend Sistem Penjadwalan Mata Kuliah Terintegrasi SIA di Fakultas Teknik Universitas Jenderal Soedirman,2022,194,105
293,Analisis Dan Perancangan Data Warehouse Berdasarkan Standar Nasional Pendidikan Tinggi No. 3 Tahun 2020 : Standar Pendidikan (Studi Kasus Fakultas Teknik Unsoed),2022,154,77
294,Analisis dan Perancangan User Interface Pada Online Public Access Catalog Universitas Jenderal Soedirman Berdasarkan Aspek Usabilitas Menggunakan Metode Design Sprint,2022,179,112
295,Analisis dan Perancangan Data Warehouse berdasarkan Standar Nasional Pendidikan Tinggi No 3 Tahun 2020: Standar Penelitian dan Pengabdian (Studi Kasus Fakultas Teknik Unsoed),2022,227,99
296,Pengaruh Pemakaian Game Edukasi Terhadap Penambahan Pengetahuan Pemrograman C# Mahasiswa Informatika,2022,228,120
297,Perancangan Front-end Sistem Penjadwalan Mata Kuliah Terintegrasi SIA di Fakultas Teknik Universitas Jenderal Soedirman,2022,156,85
298,Pengembangan Antarmuka pada Sistem Pengelolaan Studi Akhir (SIPEDA) di Fakultas Teknik Universitas Jenderal Soedirman,2022,240,123
299,Rancang Bangun Sistem Informasi Kesehatan Bersumber Daya Masyarakat (Studi Kasus Desa Kedungpuji),2022,183,118
300,Pengembangan Sistem Informasi Manajemen Objek Pajak Berbasis Web (Studi Kasus: PT. Lawang Sewu Teknologi),2022,198,123
301,Rancang Bangun Sistem Informasi Pusat Karier Menggunakan Framework CodeIgniter Studi Kasus Universitas Jenderal Soedirman,2022,233,122
302,Rancang Bangun Sistem Informasi Geografis Berbasis Web untuk Pemetaan Objek Pajak Bumi dan Bangunan di Kabupaten Banjarnegara,2022,175,105
303,Rancang Bangun Sistem Informasi Point Of Sale (POS) Berbasis Web,2022,182,99
304,Penerapan REST API dalam Pembuatan Sistem Informasi Manajemen Penjualan Barang dari Distributor ke Toko Retail Berbasis Mobile menggunakan React Native,2022,146,81
305,Perancangan Antarmuka Pengguna dengan Metode Design Thinking pada Aplikasi Sisdes 2.0,2022,186,96
306,Rancang Bangun Sistem Informasi Koordinasi Perusahaan Berbasis Web Menggunakan Framework Laravel Pada CV. Firmos,2022,217,117
307,Sistem Informasi Manajemen Pendampingan Inkubator Bisnis Pada Perguruan Tinggi (Studi Kasus: Pusat Inkubasi Bisnis Universitas Jenderal Soedirman),2021,158,92
308,Rancang Bangun Sistem Informasi Monitoring Magang Studi Kasus Rumah Digital Sidakangen,2021,255,137
309,Rancang Bangun Aplikasi TOEFL Berbasis Website Menggunakan Framework Laravel (Studi Kasus: Britania Purwokerto),2021,173,93
310,Analisis Aspek Usability pada Website Jurusan Informatika Universitas Jenderal Soedirman dengan Metode Heuristic Evaluation dan System Usability Scale,2021,190,107
311,Rancang Bangun Sistem Informasi Administrasi pada Kelompok Usaha Bersama (Studi Kasus Kelompok Usaha Bersama Tani Makmur),2021,165,102
312,Rancang Bangun Aplikasi Secure Messaging Berbasis Android,2021,151,87
313,Sistem Informasi Media Pembelajaran untuk Meningkatkan Hasil Pembelajaran Kelas 6 Sekolah Dasar (Studi Kasus SD Kristen Penabur Wacana Purworejo),2021,202,106
314,Rancang Bangun Aplikasi Pemesanan Paket WIsata Berbasis Web (Studi Kasus: CV. Ultranesia),2021,161,97
315,Rancang Bangun Sistem Informasi Penagihan Penggunaan Layanan PAMSIMAS Berbasis Web dan Mobile di Desa Cibangkong Kabupaten Banyumas,2021,189,121
316,Rancang Bangun Sistem Informasi Afiliasi Toko Online Berbasis Website Menggunakan Laravel,2021,101,54
317,Rancang Bangun Database Marketing Studi Kasus Rumah Atsiri Indonesia,2021,106,50
318,Rancang Bangun Sistem Informasi Manajemen Pemeringkatan Mahasiswa Berbasis Website Menggunakan Framework Laravel (Studi Kasus Universitas Jenderal Soedirman),2021,155,86
319,Pengembangan Aplikasi Layanan Penyedia Jasa Desa Sidakangen Berbasis Website,2021,72,53
320,Rancang Bangun Aplikasi Pemesanan Bahan Makanan Nusantara Siap Masak Berbasis Web,2021,168,105
321,Rancang Bangun Aplikasi Koperasi Simpan Pinjam Berbasis Android,2021,169,95
322,Sistem Informasi Rekam Medis Pemeriksaan Pasien Laboratorium PMI Banyumas Berbasis Web,2021,125,68
323,"Pengembangan Sistem Informasi Kepegawaian Sub Sistem Cuti, Prestasi dan Sanksi Pegawai Berbasis Web(Studi Kasus CV Ultranesia)",2021,125,73
324,Pengembangan Aplikasi Monitoring Suhu Tubuh dalam Pencegahan Penyebaran Covid-19 Berbasis Internet Of Things (IOT) (Studi Kasus: Lawang Sewu Teknologi),2021,136,80
325,Pengembangan Sistem Informasi Bimbingan Teknis Studi Kasus Pusat Layanan Usaha Terpadu Kabupaten Purbalingga,2021,244,141
326,Implementasi Image Recognition dalam Rancang Bangun Sistem Identifikasi Fosil Foraminifera Menggunakan Framework Flask dan Flutter,2021,307,169
327,Aplikasi Virtual Tour Fakultas Teknik Universitas Jenderal Soedirman sebagai Media Informasi,2021,187,108
328,Pengembangan Sistem Informasi Pelayanan Administrasi Kependudukan Berbasis Web Menggunakan Metode Waterfall Studi Kasus Desa Sidakangen Purbalingga,2021,228,137
329,Rancang Bangun Sistem Informasi Museum Digital Berbasis Web Menggunakan Framework Laravel,2021,153,99
330,Rancang Bangun Sistem Informasi Panduan Diet bagi Penderita Obesitas Berbasis Website,2021,200,103
331,Evaluasi Usability Aplikasi Eldiru Menggunakan Metode Website Analysis And Measurement Inventory,2021,208,127
332,Rancang Bangun Sistem Informasi Pelayanan Peminjaman Barang Bukti Perkara Pidana pada Kejaksaan Negeri Purwokerto,2021,168,88
333,Rancang Bangun Sistem Informasi E-Marketplace Bank Sampah,2021,178,97
334,Rancang Bangun Marketplace Penjualan Jajanan dan Makanan di Lingkungan Kampus dan Mahasiswa (Studi Kasus Fakultas Teknik Unsoed),2021,234,130
335,Pengembangan Sistem Informasi Rekam Medis dan Pendaftaran Online Berbasis Web pada Balai Kesehatan Mata Masyarakat Kabupaten Banyumas,2021,189,102
336,Algoritma Genetika dalam Optimalisasi Pemilihan Barang dengan Fuzzy Fitness Function,2021,110,66
337,Rancang Bangun Sistem Informasi Manajemen Risiko Dalam Penerapan ISO 31000 Tahun 2018 di Lingkungan PT XYZ,2021,190,95
338,Analisis Sentimen Tokopedia di Media Sosial Twitter menggunakan Text Mining dengan Naïve Bayes Classifier,2021,170,86
339,Rancang Bangun Sistem Informasi Manajemen Ternak Burung Lovebird pada CV BR Aviary Berbasis Web,2021,139,74
340,Rancang Bangun Marketplace Penyewaan Barang Berbasis Web dengan Framework Laravel,2021,199,106
341,Prediksi Masa Studi Mahasiswa Menggunakan Metode Neural Network (Studi Kasus : Fakultas Teknik Universitas Jenderal Soedirman),2021,231,111
342,Implementasi Algoritma Ant Colony Optimization (ACO) pada Sistem Pendistribusian Obat dan Alat Kesehatan Berbasis Web,2021,170,97
343,Rancang Bangung Sistem Pakar Identifikasi Penyakit pada Kalkun dengan Metode Certainty Factor Berbasis Website,2021,201,100
344,Rancang Bangun Aplikasi Bimbingan Kerja Praktik Berbasis Android Studi Kasus Fakultas Teknik Unsoed,2021,135,78
345,Rancang Bangun Sistem Informasi Persediaan Barang Berbasis WEB Studi Kasus UD. KA Distribution,2021,149,69
346,Rancang Bangun Sistem Pendukung Keputusan Pembelian Mobil yang Tepat dengan Metode Simple Additive Weighting (SAW) Berbasis Website,2021,148,79
347,"Rancang Bangun Prototipe Sistem Informasi Penjualan dan Monitoring Produk Usaha Mikro, Kecil dan Menengah (Studi Kasus Dinas Tenaga Kerja, Koperasi dan Usaha Kecil dan Menengah Kabupaten Banyumas)",2021,224,112
348,Rancang Bangun Sistem Pakar Identifikasi Penyakit pada Sapi Dengan Metode Naive Bayes Berbasis Website,2021,135,73
349,Rancang Bangun Sistem Pendukung Keputusan Penilaian Kinerja Mitra Statistik Berbasis Web Menggunakan Metode Analytical Hierarchy Process (AHP) Studi Kasus BPS Kabupaten Cilacap,2021,172,119
350,Prediksi Jumlah Hasil Panen Merica dengan Menggunakan Metode Fuzzy Associative Memory Berbasis Web,2021,145,72
351,Audit Keamanan Informasi Laboratorium Jaringan Komputer Jurusan Informatika Universitas Jendral Soedirman Berdasar Standar ISO 27001:2013,2021,212,127
352,Evaluasi Usability pada Laman Tripio Computer Menggunakan Use Questionnaire,2021,184,114
353,Rancang Bangun Monitoring Bus Rapid Transit dengan Location Based Service (LBS) pada Kabupaten Purbalingga,2021,106,68
354,Rancang Bangun Sistem Informasi Pengelolaan Praktik Kerja Lapangan (PKL) Berbasis Web pada Kampung Marketer,2021,166,92
355,Implementasi Pencarian Frequent Itemset Untuk Menghasilkan Aturan Asosiasi Pada Data Transaksi,2021,293,160
356,Implementasi Sistem Informasi Inventory Obat Menggunakan Barcode Berbasis Web Studi Kasus Palang Merah Indonesia Kabupaten Banyumas,2021,123,55
357,Rancang Bangun Aplikasi UMKM sebagai Sarana untuk Meningkatkan Promosi dan Penjualan Produk di Kabupaten Purbalingga,2020,240,135
358,Rancang Bangun Sistem Informasi Bank Sampah Berbasis Web Studi Kasus Desa Paguyangan,2020,180,109
359,Rancang Bangun Aplikasi Pemesanan Tiket Shuttle Berbasis Android Menggunakan Framework Flutter,2020,171,101
360,Rancang Bangun Sistem Informasi Manajemen Ternak Ayam Petelur Berbasis Web,2020,94,50
361,Rancang Bangun Sistem Informasi Pendadaran Berbasis Web Studi Kasus Fakultas Teknik Universitas Jenderal Soedirman Purwokerto,2020,178,102
362,Analisis dan Perancangan User Interface/User Experience dengan Metode Design Thinking pada Sistem Informasi Akademik Universitas Jenderal Soedirman,2020,115,58
363,Rancang Bangun Sistem Informasi Kewirausahaan Mahasiswa Fakultas Teknik Berbasis Web pada Fakultas Teknik Universitas Jenderal Soedirman,2020,166,95
364,Monitoring dan Controlling Pemberian Nutrisi Sayuran Pakcoy Hidroponik dengan Raspberry PI Berbasis Web,2020,222,118
365,Sistem Penjadwalan Kegiatan Organisasi Mahasiswa menggunakan Algoritma Genetika Berbasis Website Studi Kasus Fakultas Teknik Universitas Jenderal Soedirman,2020,185,91
366,Penerapan Algoritma Genetika Pada Knapsack Problem Dalam Kehidupan Sehari-hari Dengan Populasi Awal Menggunakan Ant Colony Optimization,2020,80,39
367,Rancang Bangun Aplikasi Voice Command menggunakan Metode MFCC dan Hidden Markov Model,2020,140,74
368,Evaluasi Usability pada Pemesanan Tiket Online PT. Rosalia Indah Transport menggunakan System Usability Scale,2020,223,109
369,Pengukuran Quality of Service Berdasarkan European Telecomunications Standart Institute pada RT/RW Net,2020,119,69
370,Rancang Bangun Sistem Informasi Seleksi Program Kreativitas Mahasiswa (PKM) di Fakultas Teknik Universitas Jenderal Soedirman Berbasis Web,2020,106,62
371,Analisis User Interface Pada Game DOTA 2 dengan Menggunakan Metode Cognitive Walkthrough dan Metode Heuristic Evaluation,2020,225,117
372,Rancang Bangun Aplikasi Forum Diskusi Himpunan Mahasiswa Teknik Universitas Jenderal Soedirman Menggunakan Framework Laravel,2020,149,79
373,"Rancang Bangun Sistem Informasi Manajemen UMKM Berbasis Web (Studi Kasus Dinas Koperasi dan UKM, Bidang UMKM Purbalingga)",2020,162,77
374,Rancang Bangun Sistem Informasi Manajemen Aset Berbasis Web Untuk Optimalisasi Kontrol Aset (Studi Kasus: Pemerintahan Desa Sidakangen),2020,154,92
375,Rancang Bangun Sistem Informasi Pengelolaan Laporan Koperasi Berbasis Web (Studi Kasus Dinas Koperasi dan UKM Kabupaten Purbalingga),2020,210,128
376,Rancang Bangun Aplikasi Point of Sale LST (POS LST) menggunakan Metode Incremental (Studi Kasus: PT. Lawang Sewu Teknologi),2020,142,79
377,Rancang Bangun Sistem Informasi Identifikasi Kualitas Air Kolam Ikan Lele Menggunakan Fuzzy Inference Sistem Mamdani Berbasis Matlab,2020,71,51
378,Rancang Bangun Sistem Informasi Kepegawaian Sub Sistem Cuti Pegawai Studi Kasus PT. XYZ,2020,187,105
